0,0.00017788,0.0001431,0.00010069,8.133e-05,4.3837e-05,3.7982e-05,6.3221e-05,5.4019e-05,5.5775e-05,2.4428e-05,3.7881e-05,5.0409e-05,2.454e-05,4.422e-05,4.0476e-05,3.9848e-05,-1.475e-06,3.2787e-05,2.4916e-05,3.3942e-05,3.6261e-06,-5.846e-06,1.2808e-05,2.2498e-05,-5.1571e-06,-1.8682e-06,1.932e-06,-2.1773e-06,2.1107e-05,7.8524e-06,2.9439e-05,2.8633e-05,3.6366e-05,2.1504e-05,7.8944e-06,2.4631e-05,-5.4162e-06,-1.9082e-05,-1.1073e-05,2.4776e-05,2.4519e-06,-2.6059e-05,-3.8221e-05,-2.9078e-05,-5.155e-06,-1.2661e-05,4.2679e-06,-2.471e-05,-7.9604e-06,-8.3134e-06,-2.3807e-05,-3.1374e-05,-4.7839e-05,-6.366e-05,-4.6865e-05,-4.664e-05,-5.8244e-05,-4.0857e-05,-5.385e-05,-6.7519e-05,-7.646e-05,-0.00010707,-0.00012493,-0.00016411,0
0,0.00018342,0.00024167,0.00018328,0.00015712,0.00011591,0.00010047,9.5035e-05,7.9306e-05,8.9911e-05,6.3532e-05,8.2554e-05,9.3792e-05,6.3635e-05,6.3911e-05,5.905e-05,7.5177e-05,2.7267e-05,4.8823e-05,4.8382e-05,6.8106e-05,4.3064e-05,1.051e-06,-1.906e-06,-6.8529e-06,-1.4214e-05,1.403e-05,-2.0007e-06,6.4357e-06,3.443e-05,2.3864e-05,5.8468e-05,5.7864e-05,3.8423e-05,5.6278e-05,3.6478e-05,2.0632e-05,-4.1798e-06,2.9985e-06,8.7389e-06,2.8832e-05,-1.0696e-05,-1.9045e-05,-5.3381e-05,-5.2897e-05,-2.0684e-05,-2.7547e-05,-4.627e-06,-1.7035e-05,-4.3168e-05,-3.798e-05,-5.5314e-05,-8.5477e-05,-8.3733e-05,-8.2217e-05,-7.847e-05,-8.3686e-05,-0.0001044,-9.4413e-05,-0.00011128,-0.00015152,-0.0001884,-0.0002166,-0.00019835,-0.00019214,0
0,0.00015737,0.00024305,0.00024454,0.00021911,0.00017864,0.00015803,0.00010627,8.1578e-05,9.5396e-05,9.8692e-05,0.00010233,0.00010116,0.00010749,7.2736e-05,8.1291e-05,6.5468e-05,0.00011225,4.0408e-05,8.1152e-05,5.8185e-05,7.3656e-05,3.2543e-05,-1.7261e-05,-4.9206e-05,-1.5475e-05,2.3958e-05,2.3034e-05,1.4126e-05,2.3082e-05,5.3731e-05,4.3419e-05,3.8745e-05,3.3952e-05,6.1841e-05,6.0683e-05,-2.3543e-06,6.1643e-06,6.7313e-06,4.1866e-06,-1.5973e-06,-2.8003e-05,-3.669e-06,-2.6059e-05,-3.0321e-05,-3.7438e-05,-3.0595e-05,-9.4404e-06,-4.7526e-05,-6.9922e-05,-5.9916e-05,-7.7781e-05,-9.5506e-05,-9.951e-05,-0.00011733,-0.00012377,-0.00012872,-0.00014983,-0.00017477,-0.00017097,-0.00023468,-0.00025458,-0.00025186,-0.00019471,-0.00014171,0
0,0.00012535,0.00020916,0.00024433,0.00021362,0.00018825,0.00017233,0.00013943,0.00012851,0.00012927,0.0001177,0.00012496,0.00011266,0.00011155,8.2026e-05,7.5907e-05,8.9481e-05,0.00015106,6.6176e-05,7.3969e-05,5.9684e-05,6.7441e-05,6.202e-05,3.3968e-05,-2.2133e-05,1.3987e-05,4.27e-05,3.1527e-05,2.7565e-05,2.5147e-05,2.6941e-05,6.0411e-05,2.4407e-05,2.0531e-05,1.2601e-05,4.2974e-05,2.5017e-05,1.7386e-05,6.6118e-07,3.2438e-06,-2.535e-06,-1.0889e-05,-2.3004e-05,-3.0782e-05,-2.9034e-05,-4.8852e-05,-2.744e-05,-3.2404e-05,-2.3875e-05,-5.9722e-05,-0.00010326,-9.7118e-05,-9.4938e-05,-0.00011373,-0.00015796,-0.00016937,-0.00016755,-0.00015799,-0.00021825,-0.00022905,-0.00026799,-0.00026878,-0.00023909,-0.00018565,-0.00011001,0
0,8.2429e-05,0.00018512,0.0002214,0.00021529,0.0001944,0.00016258,0.00014328,0.00015948,0.00018366,0.00015044,0.00010892,0.00011481,0.00010265,0.0001236,0.00012418,0.00014618,0.00011593,0.00012132,0.00013403,0.00011673,5.7671e-05,5.465e-05,1.0414e-05,-9.1837e-06,4.1238e-05,3.1769e-05,2.8426e-05,4.8217e-05,5.3751e-05,5.2108e-05,5.0092e-05,3.8673e-05,2.4016e-05,-1.4831e-06,-4.354e-06,4.0217e-06,-6.6571e-06,9.2555e-06,-1.8262e-05,-1.8142e-05,6.3849e-06,-4.0148e-05,-1.0496e-05,-4.8408e-05,-4.5086e-05,-4.8667e-05,-6.8184e-05,-5.339e-05,-4.1511e-05,-8.8635e-05,-0.0001016,-0.00012687,-0.00015634,-0.00017435,-0.00016328,-0.00016092,-0.00018542,-0.00021532,-0.00024255,-0.00024358,-0.00026423,-0.00022901,-0.00017921,-0.00010169,0
0,4.6277e-05,0.00015189,0.00020612,0.00020678,0.00020404,0.00020592,0.00016739,0.00016654,0.00016565,0.00015255,9.7183e-05,8.7019e-05,0.00011402,0.00013802,0.00015627,0.00014536,0.00013397,0.00019324,0.00013634,0.00013272,6.6021e-05,5.4642e-05,4.1523e-05,4.3562e-05,4.9084e-05,3.7071e-05,2.5773e-05,7.3572e-05,6.2953e-05,3.6491e-05,1.2256e-05,4.5952e-05,3.3518e-05,7.3443e-06,8.8095e-06,-2.1276e-05,-2.4514e-05,-3.9984e-05,-4.4039e-05,-3.6227e-05,-3.1028e-05,-4.9509e-05,-3.686e-05,-6.861e-05,-1.7803e-05,-4.9393e-05,-6.5934e-05,-7.0639e-05,-4.7225e-05,-0.00010971,-0.00015913,-0.00019539,-0.000164,-0.00015757,-0.00015477,-0.00016433,-0.00018071,-0.00020601,-0.00025746,-0.00023831,-0.00023205,-0.00019937,-0.00016107,-6.5922e-05,0
0,2.9341e-05,9.1619e-05,0.00016763,0.00018328,0.00020107,0.00016843,0.00016832,0.00017047,0.0001325,0.00011717,0.00010159,9.8467e-05,9.3971e-05,0.00014177,0.00012625,0.00015615,0.00013394,0.00014985,0.00016318,0.00015088,8.457e-05,5.5972e-05,7.1109e-05,8.8844e-05,2.9391e-05,8.5329e-06,1.3295e-05,6.4439e-05,6.8173e-05,3.9444e-05,1.4238e-05,-7.7339e-06,8.3163e-06,5.1541e-06,-9.0422e-06,-1.3279e-05,-7.4569e-06,-4.5773e-05,-6.2087e-05,-4.6223e-05,-4.0259e-05,-4.5498e-05,-6.7695e-05,-4.3333e-05,-3.9405e-05,-8.3299e-05,-9.5144e-05,-7.1089e-05,-6.4729e-05,-0.00011166,-0.00016302,-0.00019201,-0.00015625,-0.00015148,-0.00018575,-0.00019521,-0.0002022,-0.000167,-0.00017969,-0.00018393,-0.00017513,-0.00015714,-0.00011341,-4.1786e-05,0
0,3.5552e-05,7.2227e-05,0.00013026,0.00016187,0.00018196,0.00017638,0.00018267,0.00015782,0.00013645,0.00013669,0.00010754,0.0001094,9.5987e-05,0.00011676,9.9664e-05,0.00016542,0.00017554,0.00016382,0.00018075,0.00013182,0.00011754,4.7549e-05,2.8962e-05,3.7422e-05,-1.2292e-05,-4.4646e-05,2.2625e-05,6.1916e-05,7.3567e-05,7.6074e-05,4.4104e-05,2.0799e-05,1.148e-05,-2.081e-05,-3.2594e-05,-1.4005e-05,-1.5355e-05,-4.6135e-05,-2.0034e-05,-2.662e-05,-2.3699e-05,-6.7255e-05,-8.0275e-05,-3.7036e-05,-8.6446e-05,-7.224e-05,-8.7645e-05,-9.0913e-05,-0.00013434,-0.00011945,-0.00014516,-0.00015045,-0.00014934,-0.00017059,-0.00019639,-0.00020433,-0.00020073,-0.00015394,-0.00016186,-0.00014681,-0.00012385,-0.00012918,-7.6396e-05,-2.8903e-05,0
0,5.3921e-05,9.3217e-05,0.00011481,0.00012417,0.00010701,0.00012259,0.00014221,0.00011961,0.00010491,0.00013424,0.00011876,0.00013003,0.00012008,0.00010347,0.0001348,0.00013017,0.00013784,0.00013774,0.00013734,0.00010746,0.00011949,8.1968e-05,4.9689e-05,3.5206e-05,-1.5875e-05,-9.1645e-06,3.1352e-05,6.8154e-05,6.4733e-05,5.0344e-05,3.0393e-05,2.3968e-05,-1.8334e-05,-3.1187e-05,-4.7166e-05,-1.481e-05,-3.5378e-05,-2.8484e-05,-2.7403e-05,-2.4966e-05,-1.8437e-05,-4.5782e-05,-4.3338e-05,-8.233e-05,-0.00014357,-0.00015009,-0.00013926,-0.00017025,-0.00016045,-0.00015594,-0.00013016,-0.00013417,-0.0001207,-0.0001882,-0.00020079,-0.00021472,-0.00016626,-0.00017451,-0.00015878,-0.00014184,-0.00011624,-7.1698e-05,-4.0439e-05,-3.8401e-05,0
0,4.3939e-05,7.6233e-05,0.0001008,0.0001038,8.9528e-05,0.00010841,0.00011619,0.00012234,0.00011075,0.00011402,0.00013503,0.00013549,0.00015115,9.1325e-05,0.00011842,0.00010724,0.00010223,9.2384e-05,0.00010135,0.00010927,9.6164e-05,0.00010048,4.9036e-05,2.6747e-05,2.2725e-05,4.5529e-05,2.1476e-05,2.7383e-05,3.0813e-05,2.7714e-05,2.8539e-05,2.1985e-05,-4.6221e-05,-4.6696e-05,-6.1869e-05,-3.504e-05,-3.6656e-05,-3.152e-05,-2.8141e-05,-3.2391e-05,-6.1498e-05,-5.3285e-05,-9.8331e-05,-0.00016102,-0.00018597,-0.00019731,-0.00016473,-0.00016362,-0.00016714,-0.00016791,-0.00016211,-0.00015653,-0.00014813,-0.00015632,-0.00015112,-0.00012796,-0.00016108,-0.00014753,-0.00011302,-0.0001304,-8.7007e-05,-4.6273e-05,-4.5979e-05,-3.6503e-05,0
