0.013495,0.012762,0.01247,0.012411,0.012421,0.012547,0.012654,0.012778,0.012927,0.012882,0.012959,0.013099,0.013149,0.013257,0.013289,0.01338,0.013311,0.013319,0.013387,0.013315,0.013207,0.013262,0.013317,0.013326,0.013414,0.013501,0.013442,0.013526,0.013523,0.013461,0.013471,0.013435,0.013447,0.013423,0.013471,0.013421,0.013401,0.013384,0.013467,0.013533,0.013399,0.013346,0.013322,0.013287,0.013347,0.013314,0.01336,0.013233,0.013223,0.013116,0.013105,0.013081,0.013142,0.013016,0.013048,0.012991,0.012842,0.0128,0.01262,0.012481,0.01251,0.012514,0.012572,0.012595,0.013373
0.013317,0.012797,0.012512,0.012431,0.012458,0.012553,0.012629,0.012787,0.012925,0.012914,0.012945,0.013087,0.013175,0.013237,0.013293,0.013381,0.013352,0.013284,0.013395,0.013306,0.013238,0.013271,0.013298,0.013316,0.013442,0.013497,0.013438,0.01353,0.013499,0.013474,0.013449,0.013436,0.013439,0.013438,0.013484,0.013404,0.013431,0.013397,0.013459,0.013497,0.013422,0.013375,0.013334,0.013278,0.013323,0.013321,0.013343,0.013262,0.013207,0.013116,0.013121,0.013088,0.013159,0.013032,0.013031,0.012991,0.012853,0.012783,0.012633,0.012495,0.012519,0.012545,0.01259,0.012634,0.013209
0.013133,0.012739,0.01257,0.012457,0.012499,0.012568,0.012634,0.012803,0.012915,0.01294,0.012926,0.013076,0.013205,0.013237,0.013298,0.013365,0.0134,0.013263,0.013395,0.013286,0.013263,0.013313,0.013301,0.013321,0.013449,0.013469,0.013454,0.013521,0.013471,0.013484,0.013415,0.013436,0.013459,0.01342,0.013504,0.01342,0.013456,0.01339,0.013453,0.013477,0.013461,0.013383,0.013368,0.013278,0.013291,0.013328,0.01332,0.013274,0.013233,0.013111,0.013138,0.013118,0.013157,0.01303,0.013027,0.012996,0.012874,0.012773,0.012649,0.012535,0.012556,0.012573,0.012571,0.012628,0.013017
0.012976,0.012653,0.012569,0.012482,0.01254,0.012589,0.012686,0.012827,0.012901,0.012937,0.012923,0.013077,0.013199,0.013272,0.013289,0.013381,0.013354,0.013335,0.013355,0.013309,0.013247,0.013355,0.013351,0.013353,0.013415,0.01343,0.013455,0.01353,0.013463,0.013454,0.013425,0.013441,0.013464,0.013392,0.013505,0.013483,0.013448,0.01339,0.013456,0.013482,0.013488,0.013359,0.013391,0.013282,0.013298,0.013321,0.013299,0.013312,0.013255,0.013101,0.013156,0.013136,0.013161,0.013048,0.013034,0.013001,0.012895,0.012798,0.012646,0.012599,0.012576,0.01257,0.012514,0.012575,0.012875
0.012851,0.012569,0.012534,0.012513,0.012565,0.012605,0.012719,0.012838,0.0129,0.012948,0.012915,0.013089,0.0132,0.013301,0.013295,0.013367,0.013292,0.01342,0.013347,0.013324,0.01324,0.01336,0.013379,0.013409,0.013379,0.013401,0.013466,0.013534,0.013465,0.013452,0.013392,0.013477,0.013468,0.0134,0.013475,0.013501,0.013455,0.013406,0.013453,0.013488,0.013496,0.013371,0.013398,0.01328,0.013317,0.0133,0.013304,0.013304,0.013291,0.013144,0.01315,0.013134,0.01318,0.013092,0.013045,0.012999,0.012886,0.012858,0.012656,0.012638,0.012577,0.012541,0.012461,0.012499,0.012765
0.012768,0.012467,0.012497,0.012519,0.012586,0.012636,0.012738,0.012822,0.012876,0.012981,0.012957,0.013083,0.013212,0.013281,0.013295,0.013345,0.013322,0.013414,0.013334,0.013341,0.013299,0.013363,0.013423,0.013429,0.013329,0.013411,0.01347,0.013514,0.013459,0.013454,0.013394,0.013488,0.013482,0.013425,0.013478,0.013492,0.013466,0.01339,0.013481,0.013488,0.013471,0.013417,0.013369,0.013318,0.013314,0.013303,0.013324,0.013289,0.013279,0.013191,0.013163,0.013159,0.013209,0.01311,0.013034,0.012997,0.01291,0.012888,0.012684,0.012639,0.012598,0.012505,0.012411,0.012422,0.012664
0.012722,0.012361,0.012443,0.012519,0.012589,0.012635,0.012777,0.012823,0.012877,0.012995,0.013012,0.013093,0.013185,0.013257,0.013276,0.013356,0.013334,0.013355,0.013391,0.013345,0.013365,0.013374,0.013436,0.013427,0.013323,0.013423,0.013481,0.013467,0.01347,0.01348,0.013418,0.013455,0.013495,0.013451,0.013476,0.013522,0.013469,0.013406,0.013485,0.01348,0.013466,0.013436,0.013356,0.01335,0.013263,0.013335,0.01334,0.013294,0.013256,0.013254,0.013212,0.013196,0.013178,0.013104,0.013031,0.013007,0.012927,0.012913,0.012735,0.012619,0.012591,0.012473,0.012373,0.012327,0.012598
0.012692,0.012299,0.012367,0.012503,0.012571,0.012667,0.012777,0.012821,0.012915,0.01301,0.013028,0.013096,0.01319,0.013209,0.013292,0.013326,0.013356,0.013339,0.013378,0.013357,0.013432,0.013403,0.013421,0.013409,0.013383,0.013443,0.013476,0.013416,0.013466,0.013509,0.013443,0.013477,0.013479,0.013455,0.01349,0.013527,0.013463,0.013444,0.013501,0.013464,0.01346,0.013441,0.013378,0.013326,0.013259,0.013379,0.013352,0.01327,0.013249,0.013301,0.013264,0.013225,0.013142,0.013099,0.013065,0.013016,0.012934,0.012878,0.012748,0.012624,0.012583,0.012455,0.012329,0.012255,0.012556
0.012657,0.012262,0.012309,0.012471,0.012551,0.012673,0.012771,0.012845,0.012936,0.01301,0.013057,0.013095,0.013203,0.013188,0.013309,0.01326,0.013346,0.013351,0.013361,0.013406,0.013446,0.013473,0.01344,0.0134,0.013432,0.013476,0.013409,0.013376,0.013455,0.013506,0.013475,0.0135,0.013488,0.013487,0.013502,0.013508,0.013465,0.013475,0.013475,0.013471,0.013457,0.013485,0.013391,0.013282,0.013309,0.013365,0.013367,0.013273,0.013293,0.013286,0.013289,0.01323,0.013141,0.01312,0.013091,0.013024,0.01293,0.012831,0.012756,0.012609,0.01256,0.01246,0.012276,0.012207,0.012527
0.012603,0.012223,0.012288,0.012462,0.012568,0.012657,0.012751,0.012868,0.012951,0.01298,0.013073,0.013083,0.013213,0.013205,0.013278,0.013265,0.013338,0.013351,0.013361,0.013436,0.013434,0.01351,0.013472,0.013415,0.013483,0.013469,0.013368,0.013339,0.013458,0.013521,0.013495,0.013506,0.01353,0.0135,0.013518,0.013476,0.013485,0.013468,0.013474,0.013469,0.013451,0.013512,0.013389,0.013321,0.01337,0.013371,0.013357,0.013304,0.013283,0.013281,0.013264,0.013234,0.013128,0.013188,0.013104,0.013038,0.012881,0.01284,0.01274,0.012592,0.012534,0.012416,0.012245,0.012205,0.012489
0.012559,0.01219,0.012263,0.012459,0.012582,0.012638,0.012743,0.012862,0.012962,0.012977,0.013052,0.013083,0.013197,0.013264,0.013251,0.013276,0.013343,0.013361,0.013352,0.013428,0.013447,0.013506,0.013524,0.013437,0.013487,0.013446,0.013392,0.013334,0.013455,0.013524,0.013494,0.013513,0.013598,0.0135,0.013533,0.013449,0.013487,0.013463,0.01347,0.013473,0.01348,0.013504,0.013434,0.013384,0.013395,0.013382,0.013324,0.013303,0.013287,0.013282,0.013258,0.013228,0.013119,0.013196,0.013098,0.013015,0.012915,0.012826,0.012705,0.012609,0.012491,0.012375,0.012245,0.012196,0.012452
0.012535,0.012162,0.012246,0.012476,0.012566,0.012602,0.012759,0.012838,0.01297,0.013003,0.013028,0.013065,0.013198,0.013309,0.013253,0.013257,0.013331,0.013389,0.013352,0.013401,0.013465,0.013528,0.013539,0.013471,0.013456,0.013434,0.013384,0.013391,0.013468,0.013482,0.013507,0.013558,0.013598,0.013522,0.013567,0.013444,0.013446,0.013461,0.013461,0.01348,0.01351,0.013514,0.013481,0.013417,0.013408,0.013377,0.013326,0.013303,0.013288,0.013317,0.013241,0.013213,0.013125,0.013177,0.013077,0.012995,0.012954,0.012825,0.012669,0.012634,0.012476,0.012322,0.012237,0.012159,0.012433
0.012519,0.012162,0.0122,0.012452,0.01256,0.012632,0.012768,0.0128,0.012964,0.013019,0.013007,0.013056,0.013235,0.013299,0.013244,0.013249,0.013341,0.013412,0.013354,0.013376,0.013456,0.013541,0.013532,0.013553,0.013413,0.013432,0.013371,0.013434,0.013497,0.01348,0.013513,0.013588,0.013588,0.013537,0.013557,0.013447,0.01342,0.013481,0.013433,0.013512,0.013523,0.013514,0.0135,0.013407,0.013441,0.013404,0.01335,0.013305,0.013294,0.013334,0.013239,0.013226,0.01315,0.01313,0.013018,0.012988,0.012942,0.012868,0.012688,0.012597,0.012465,0.01231,0.012202,0.012137,0.012414
0.0125,0.012188,0.012172,0.012426,0.012546,0.012663,0.012759,0.012784,0.012937,0.013009,0.013009,0.013067,0.013222,0.013256,0.013247,0.013274,0.01336,0.013426,0.01335,0.013377,0.013452,0.013548,0.013555,0.013583,0.013396,0.013377,0.013386,0.013467,0.013533,0.013498,0.013518,0.013636,0.013602,0.013543,0.013514,0.013435,0.01341,0.013474,0.013455,0.013523,0.013521,0.013531,0.013496,0.013399,0.013452,0.013415,0.013375,0.013328,0.013328,0.013322,0.013273,0.013229,0.013126,0.013088,0.013011,0.012991,0.012963,0.012835,0.01271,0.012554,0.012432,0.01231,0.012185,0.012119,0.012411
0.01249,0.012193,0.012185,0.01238,0.012517,0.01268,0.012778,0.0128,0.012882,0.01298,0.013046,0.013107,0.013183,0.013199,0.013255,0.013313,0.013387,0.013415,0.013359,0.01338,0.013467,0.013517,0.013575,0.013547,0.013408,0.013359,0.013416,0.013493,0.013553,0.013496,0.013538,0.013629,0.013611,0.013562,0.013506,0.013403,0.013475,0.01348,0.013462,0.013483,0.01353,0.013534,0.013483,0.013425,0.013465,0.013412,0.013404,0.013348,0.013327,0.013352,0.013262,0.01321,0.013128,0.013059,0.013041,0.012982,0.012963,0.012814,0.012705,0.012507,0.012396,0.012313,0.012172,0.01211,0.012427
0.012479,0.012178,0.012226,0.012311,0.01252,0.012695,0.012792,0.012798,0.01285,0.012972,0.013052,0.013157,0.013153,0.013193,0.013237,0.013324,0.013363,0.013391,0.013378,0.013381,0.013535,0.013534,0.013518,0.013495,0.013447,0.013369,0.013446,0.013465,0.013545,0.01352,0.013572,0.013614,0.013612,0.013573,0.013515,0.01341,0.013502,0.013506,0.013453,0.013488,0.013498,0.013552,0.013463,0.013452,0.013477,0.013407,0.013426,0.013354,0.013322,0.013352,0.013271,0.013197,0.013134,0.013073,0.013058,0.012978,0.012926,0.012813,0.012702,0.012474,0.012387,0.012297,0.012138,0.012108,0.012449
0.012478,0.012159,0.012245,0.01226,0.01252,0.012718,0.012803,0.012774,0.012858,0.01298,0.013037,0.013169,0.013164,0.013176,0.013226,0.013294,0.013343,0.013373,0.013404,0.013418,0.01353,0.013601,0.013469,0.013442,0.013491,0.013401,0.013446,0.01345,0.013506,0.013569,0.01357,0.013593,0.013653,0.013606,0.013524,0.013451,0.013497,0.013498,0.013463,0.013472,0.013453,0.013529,0.013495,0.01348,0.013523,0.013399,0.013447,0.01335,0.013304,0.013325,0.013271,0.013216,0.013177,0.013069,0.013042,0.012957,0.012895,0.012807,0.012684,0.012494,0.012382,0.01229,0.012109,0.012075,0.012475
